Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,Job_Role
,,,,,6.22,Digital Marketing,1,,AutoCAD,,,,,,,,,,Sales Manager
,,,,,6.48,Hospitality & Tourism (Advanced),1,,React,,,,,,,,,,Agri-Business Manager
,,,,,7.54,Biomedical Engineering,0,,AutoCAD,,,,,,,,,,Biomedical Engineer
,,,,,7.15,Aviation Management (Advanced),0,,AWS,,,,,,,,,,Portfolio Manager
,,,,,8.71,Healthcare Management (Advanced),2,,CPA,,,,,,,,,,Supply Chain Manager
,,,,,6.14,Physics,0,,Six Sigma,,,,,,,,,,Forensic Expert
,,,,,7.12,Psychology,1,,,,,,,,,,,,Policy Analyst
,,,,,7.56,Data Science (M.Sc),1,,React,,,,,,,,,,Data Engineer
,,,,,8.78,Jewellery Design,1,,PMP,,,,,,,,,,UI/UX Designer
,,,,,8.75,Textile Engineering,1,,CPA,,,,,,,,,,Robotics Engineer
S317,24.0,Male,3.4,1280.0,7.75,Arts,1,4.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,Entry,8.0,No,
,,,,,7.47,Nutrition & Dietetics,2,,Google Analytics,,,,,,,,,,Dietician
,,,,,7.24,Petroleum Engineering,1,,AWS,,,,,,,,,,Automotive Design Engineer
,,,,,9.83,Statistics,0,,Six Sigma,,,,,,,,,,Software Developer
,,,,,9.05,Aviation Management (Advanced),0,,CPA,,,,,,,,,,Supply Chain Manager
,,,,,7.31,Fashion Design,1,,Scrum Master,,,,,,,,,,Fashion Stylist
S396,22.0,Female,3.7,1420.0,8.75,Business,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,Mid,7.0,No,
,,,,,6.68,Nursing,2,,React,,,,,,,,,,Dietician
,,,,,7.9,Chemistry (M.Sc),0,,Google Analytics,,,,,,,,,,Data Engineer
,,,,,6.07,Corporate Secretaryship,1,,AutoCAD,,,,,,,,,,Bank Officer
,,,,,7.6,Digital Marketing,1,,AutoCAD,,,,,,,,,,Marketing Executive
,,,,,6.05,Logistics & Supply Chain,2,,C++,,,,,,,,,,Sales Manager
,,,,,9.78,Metallurgical Engineering,2,,React,,,,,,,,,,Project Manager
,,,,,9.46,Environmental Science,1,,CFA,,,,,,,,,,Clinical Research Associate
,,,,,6.73,Operations Management,0,,React,,,,,,,,,,HR Generalist
,,,,,7.98,Graphic Design,0,,Photoshop,,,,,,,,,,Product Designer
,,,,,6.39,Cybersecurity (Masters),0,,AWS,,,,,,,,,,Robotics System Architect
,,,,,9.58,History,1,,Six Sigma,,,,,,,,,,Content Writer
,,,,,8.04,Forensic Science (M.Sc),0,,C++,,,,,,,,,,Data Engineer
,,,,,6.69,Product Design,0,,AWS,,,,,,,,,,Fashion Stylist
,,,,,7.48,Finance (Advanced),1,,AutoCAD,,,,,,,,,,HR Director
,,,,,9.92,Chemistry (M.Sc),2,,Scrum Master,,,,,,,,,,Senior Researcher
S062,24.0,Female,3.9,1570.0,9.75,Computer Science,4,9.0,5,10.0,9.0,5.0,142000.0,10.0,1.0,Senior,5.0,No,
,,,,,8.73,Finance (Advanced),0,,Google Analytics,,,,,,,,,,Investment Banker
,,,,,6.56,Machine Learning,0,,C++,,,,,,,,,,VLSI Architect
S164,21.0,Female,3.7,1460.0,8.75,Psychology,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,2.0,Mid,7.0,No,
,,,,,8.59,Digital Marketing,0,,PMP,,,,,,,,,,Business Analyst
,,,,,6.21,Metallurgical Engineering,2,,Scrum Master,,,,,,,,,,Site Supervisor
,,,,,6.96,Forensic Science,1,,AWS,,,,,,,,,,Data Analyst
,,,,,9.46,IT Management,0,,CPA,,,,,,,,,,Investment Banker
,,,,,9.54,Marketing (Advanced),0,,AWS,,,,,,,,,,Investment Banker
,,,,,7.06,VLSI,1,,CPA,,,,,,,,,,VLSI Architect
,,,,,9.56,Cybersecurity,1,,C++,,,,,,,,,,AI Engineer
,,,,,8.43,Entrepreneurship (Advanced),0,,AutoCAD,,,,,,,,,,Product Manager
,,,,,6.08,Communication Design,0,,React,,,,,,,,,,Interior Architect
,,,,,9.73,Digital Marketing,1,,Six Sigma,,,,,,,,,,Business Analyst
,,,,,6.18,Mechanical Design,1,,Photoshop,,,,,,,,,,Robotics System Architect
,,,,,6.64,Banking & Insurance,1,,Python,,,,,,,,,,Tax Consultant
S266,22.0,Female,3.6,1340.0,8.75,Psychology,2,6.0,2,8.0,7.0,2.0,74000.0,7.0,3.0,Mid,7.0,No,
,,,,,7.81,Animation & Multimedia,2,,PMP,,,,,,,,,,Product Designer
S332,24.0,Female,3.9,1540.0,9.75,Computer Science,4,9.0,5,10.0,9.0,5.0,138000.0,10.0,1.0,Senior,5.0,No,
,,,,,9.88,Taxation,2,,CPA,,,,,,,,,,Chartered Accountant
,,,,,9.38,Robotics,2,,,,,,,,,,,,R&D Engineer
,,,,,6.02,Aviation Management,2,,Python,,,,,,,,,,Relationship Manager
,,,,,6.31,Agriculture,2,,CPA,,,,,,,,,,Registered Nurse
,,,,,9.15,Food Technology,2,,CPA,,,,,,,,,,Robotics Engineer
,,,,,6.02,Finance,0,,Photoshop,,,,,,,,,,Sales Manager
,,,,,7.01,Electrical Engineering,2,,CPA,,,,,,,,,,Control Systems Engineer
,,,,,7.74,Hospitality & Tourism (Advanced),1,,Scrum Master,,,,,,,,,,Hospital Administrator
,,,,,9.06,Mechanical Engineering ,1,,AutoCAD,,,,,,,,,,Project Manager
,,,,,9.0,Chemical Engineering,1,,AutoCAD,,,,,,,,,,Project Manager
,,,,,7.58,Embedded Systems,1,,Six Sigma,,,,,,,,,,Senior Data Scientist
,,,,,7.08,Industrial Design,2,,React,,,,,,,,,,Fashion Stylist
,,,,,9.54,Operations Management (Advanced),2,,C++,,,,,,,,,,Investment Banker
,,,,,7.76,Mining Engineering,2,,PMP,,,,,,,,,,Structural Engineer
,,,,,8.7,Embedded Systems,1,,C++,,,,,,,,,,R&D Engineer
,,,,,9.28,AI & Machine Learning,1,,,,,,,,,,,,AI Engineer
,,,,,8.76,Forensic Science,1,,AWS,,,,,,,,,,Software Developer
,,,,,6.85,Physics (M.Sc),0,,C++,,,,,,,,,,Clinical Psychologist
,,,,,6.27,Environmental Science,1,,Google Analytics,,,,,,,,,,Registered Nurse
,,,,,8.42,Petroleum Engineering,2,,Six Sigma,,,,,,,,,,Biomedical Engineer
,,,,,6.68,AI & Data Science,2,,CFA,,,,,,,,,,Full Stack Developer
,,,,,9.58,Psychology,1,,PMP,,,,,,,,,,Content Writer
,,,,,7.84,Taxation,1,,React,,,,,,,,,,Financial Auditor
,,,,,8.03,Aviation Management,1,,AutoCAD,,,,,,,,,,Retail Store Manager
,,,,,6.55,Education,0,,AutoCAD,,,,,,,,,,Policy Analyst
,,,,,9.42,Cybersecurity (Masters),0,,Python,,,,,,,,,,R&D Engineer
,,,,,9.38,Mechanical Design,1,,React,,,,,,,,,,R&D Engineer
,,,,,6.17,Computer Science Engineering (Masters),1,,Six Sigma,,,,,,,,,,Robotics System Architect
,,,,,8.24,Power Systems,1,,Six Sigma,,,,,,,,,,Senior Data Scientist
,,,,,6.63,Environmental Science,2,,Photoshop,,,,,,,,,,Dietician
S102,24.0,Female,3.7,1440.0,8.75,Engineering,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,Mid,7.0,No,
,,,,,8.89,Biotechnology (M.Sc),1,,Python,,,,,,,,,,Senior Researcher
,,,,,9.94,Retail Management,2,,Six Sigma,,,,,,,,,,Hotel Manager
,,,,,8.13,Environmental Science,2,,Java,,,,,,,,,,Microbiologist
,,,,,7.8,Environmental Engineering,2,,Scrum Master,,,,,,,,,,Biomedical Engineer
,,,,,9.22,Transportation Engineering,1,,Java,,,,,,,,,,R&D Engineer
,,,,,9.77,Travel & Tourism,0,,AutoCAD,,,,,,,,,,Hotel Manager
,,,,,9.23,AI & Machine Learning,1,,,,,,,,,,,,AI Engineer
,,,,,6.93,Environmental Science (M.Sc),1,,CFA,,,,,,,,,,Clinical Psychologist
,,,,,9.67,Logistics & Supply Chain,1,,Python,,,,,,,,,,Business Analyst
,,,,,7.02,AI & Data Science,2,,C++,,,,,,,,,,Full Stack Developer
,,,,,8.32,Machine Learning,1,,Scrum Master,,,,,,,,,,Senior Data Scientist
,,,,,9.72,Fine Arts,0,,PMP,,,,,,,,,,Journalist
,,,,,6.12,Economics,0,,CPA,,,,,,,,,,Bank Officer
,,,,,9.7,Entrepreneurship (Advanced),2,,Python,,,,,,,,,,Investment Banker
,,,,,8.94,Robotics,1,,AutoCAD,,,,,,,,,,R&D Engineer
,,,,,7.85,Interior Design,1,,,,,,,,,,,,Product Designer
,,,,,9.11,Physics,0,,Scrum Master,,,,,,,,,,Software Developer
,,,,,7.62,Psychology,0,,Six Sigma,,,,,,,,,,Microbiologist
S336,22.0,Female,3.6,1340.0,8.75,Psychology,2,6.0,2,8.0,7.0,2.0,74000.0,7.0,3.0,Mid,7.0,No,
,,,,,10.0,Marine Engineering,0,,PMP,,,,,,,,,,Robotics Engineer
,,,,,7.78,Mathematics (M.Sc),2,,React,,,,,,,,,,Data Engineer
,,,,,8.75,Retail Management (Advanced),0,,AutoCAD,,,,,,,,,,Supply Chain Manager
,,,,,7.52,Digital Marketing,1,,C++,,,,,,,,,,Marketing Executive
,,,,,8.67,Information Technology,2,,Java,,,,,,,,,,AI Engineer
,,,,,7.04,Mining Engineering,0,,Java,,,,,,,,,,Process Engineer
,,,,,6.06,Corporate Secretaryship,0,,Photoshop,,,,,,,,,,Bank Officer
,,,,,9.48,Game Design,1,,Java,,,,,,,,,,UI/UX Designer
,,,,,8.69,Entrepreneurship,2,,CFA,,,,,,,,,,Business Analyst
,,,,,8.79,Chemistry,2,,Six Sigma,,,,,,,,,,Software Developer
,,,,,6.6,Manufacturing Engineering,0,,PMP,,,,,,,,,,VLSI Architect
,,,,,8.18,Robotics,1,,Six Sigma,,,,,,,,,,Senior Data Scientist
,,,,,9.89,Computer Science Engineering (Masters),1,,CPA,,,,,,,,,,R&D Engineer
,,,,,9.43,Metallurgical Engineering,2,,CFA,,,,,,,,,,Project Manager
,,,,,8.55,Aerospace Engineering,2,,CFA,,,,,,,,,,Robotics Engineer
,,,,,8.48,Digital Marketing,1,,Scrum Master,,,,,,,,,,Marketing Executive
,,,,,8.91,Information Technology (M.Sc),2,,AWS,,,,,,,,,,Senior Researcher
,,,,,8.47,Entrepreneurship (Advanced),2,,CPA,,,,,,,,,,Product Manager
,,,,,9.65,Entrepreneurship,0,,C++,,,,,,,,,,Business Analyst
,,,,,6.45,Biotechnology (M.Sc),1,,Photoshop,,,,,,,,,,Statistician
,,,,,8.87,Tamil,1,,AutoCAD,,,,,,,,,,Content Writer
,,,,,7.88,Electrical & Electronics Engineering,0,,React,,,,,,,,,,Embedded Systems Engineer
,,,,,9.45,Taxation,0,,Google Analytics,,,,,,,,,,Chartered Accountant
,,,,,7.62,Mining Engineering,1,,CPA,,,,,,,,,,Structural Engineer
,,,,,6.89,Agriculture Engineering,1,,React,,,,,,,,,,Automotive Design Engineer
,,,,,6.51,Education,0,,CPA,,,,,,,,,,Policy Analyst
,,,,,9.97,Geography,1,,AWS,,,,,,,,,,Content Writer
,,,,,7.04,Agriculture,1,,Six Sigma,,,,,,,,,,Dietician
S030,25.0,Female,3.9,1560.0,10.0,Medicine,4,9.0,5,10.0,9.0,5.0,145000.0,10.0,1.0,Senior,5.0,No,
,,,,,9.68,Robotics,1,,Google Analytics,,,,,,,,,,R&D Engineer
,,,,,9.98,Tamil,1,,Python,,,,,,,,,,Content Writer
,,,,,9.75,Jewellery Design,0,,AWS,,,,,,,,,,UI/UX Designer
S051,22.0,Male,3.5,1280.0,8.0,Engineering,2,5.0,2,7.0,6.0,2.0,68000.0,7.0,4.0,Mid,6.0,No,
,,,,,9.64,Agriculture Engineering,1,,Six Sigma,,,,,,,,,,Robotics Engineer
,,,,,9.84,Entrepreneurship,0,,CFA,,,,,,,,,,Business Analyst
,,,,,8.85,Mechanical Design,1,,CFA,,,,,,,,,,R&D Engineer
,,,,,6.3,Finance,0,,Java,,,,,,,,,,Sales Manager
,,,,,8.3,Biotechnology,0,,,,,,,,,,,,Microbiologist
,,,,,6.56,Chemistry (M.Sc),1,,AWS,,,,,,,,,,Clinical Psychologist
,,,,,8.94,Corporate Secretaryship,0,,C++,,,,,,,,,,Chartered Accountant
S012,24.0,Female,3.7,1400.0,8.75,Nursing,2,6.0,2,8.0,7.0,2.0,68000.0,7.0,3.0,Mid,7.0,No,
,,,,,9.53,Environmental Science,2,,C++,,,,,,,,,,Clinical Research Associate
,,,,,8.15,Human Resource (Advanced),0,,Photoshop,,,,,,,,,,Product Manager
,,,,,9.48,Hospitality Management,0,,Six Sigma,,,,,,,,,,Hotel Manager
,,,,,7.47,Mining Engineering,2,,React,,,,,,,,,,Process Engineer
,,,,,9.86,Economics,1,,,,,,,,,,,,Content Writer
,,,,,9.43,Physics (M.Sc),0,,React,,,,,,,,,,Senior Researcher
,,,,,6.71,Information Technology (Masters),0,,React,,,,,,,,,,VLSI Architect
,,,,,7.45,Biotechnology,0,,C++,,,,,,,,,,Dietician
S088,23.0,Female,3.7,1460.0,9.0,Medicine,3,7.0,3,9.0,8.0,3.0,98000.0,9.0,2.0,Mid,6.0,No,
,,,,,7.95,Metallurgical Engineering,0,,Java,,,,,,,,,,Structural Engineer
,,,,,7.92,Graphic Design,0,,,,,,,,,,,,Product Designer
,,,,,7.62,Corporate Secretaryship,1,,CFA,,,,,,,,,,Financial Auditor
,,,,,6.32,Logistics & Supply Chain (Advanced),0,,CPA,,,,,,,,,,Agri-Business Manager
,,,,,6.45,Data Science (M.Sc),1,,CFA,,,,,,,,,,Statistician
,,,,,9.51,Electrical Engineering,0,,CPA,,,,,,,,,,VLSI Design Engineer
,,,,,9.83,International Business,0,,AWS,,,,,,,,,,Business Analyst
,,,,,6.23,English,1,,AutoCAD,,,,,,,,,,Social Worker
,,,,,6.71,Computer Science,1,,AutoCAD,,,,,,,,,,Data Analyst
S070,25.0,Female,3.6,1360.0,8.5,Marketing,3,6.0,3,8.0,7.0,3.0,84000.0,8.0,3.0,Mid,6.0,No,
S321,22.0,Male,3.4,1220.0,7.5,Psychology,1,3.0,1,6.0,5.0,1.0,46000.0,6.0,5.0,Entry,7.0,No,
,,,,,6.76,International Business,2,,Python,,,,,,,,,,Tax Consultant
,,,,,8.02,Data Science (Masters),1,,AutoCAD,,,,,,,,,,Senior Data Scientist
,,,,,9.05,International Business,0,,Java,,,,,,,,,,Chartered Accountant
,,,,,8.13,Robotics & Automation,0,,Python,,,,,,,,,,Biomedical Engineer
,,,,,8.5,Marine Engineering,0,,,,,,,,,,,,Biomedical Engineer
,,,,,8.93,AI & Data Science,2,,Photoshop,,,,,,,,,,AI Engineer
,,,,,8.48,Business Analytics,0,,AutoCAD,,,,,,,,,,Financial Auditor
,,,,,6.8,Computer Applications,2,,Google Analytics,,,,,,,,,,Tax Consultant
,,,,,7.52,Information Technology,0,,C++,,,,,,,,,,Lab Technician
,,,,,7.67,Psychology,2,,Photoshop,,,,,,,,,,Microbiologist
,,,,,9.79,Banking & Insurance,0,,CFA,,,,,,,,,,Chartered Accountant
S004,23.0,Female,3.5,1300.0,8.0,Psychology,1,3.0,1,6.0,5.0,1.0,48000.0,6.0,4.0,Entry,8.0,No,
,,,,,8.55,Mechanical Design,2,,AWS,,,,,,,,,,R&D Engineer
,,,,,6.35,Banking & Insurance,0,,React,,,,,,,,,,Bank Officer
,,,,,9.69,Instrumentation Engineering,0,,Six Sigma,,,,,,,,,,VLSI Design Engineer
,,,,,8.37,Physics (M.Sc),1,,AWS,,,,,,,,,,Data Engineer
,,,,,6.63,Metallurgical Engineering,1,,CFA,,,,,,,,,,Process Engineer
,,,,,9.78,Metallurgical Engineering,1,,React,,,,,,,,,,Project Manager
,,,,,7.65,Digital Marketing (Advanced),0,,C++,,,,,,,,,,Product Manager
,,,,,9.07,History,2,,,,,,,,,,,,Content Writer
,,,,,8.29,Data Science (Masters),1,,AutoCAD,,,,,,,,,,Senior Data Scientist
S144,21.0,Female,3.7,1480.0,8.75,Psychology,3,7.0,3,9.0,8.0,3.0,94000.0,8.0,2.0,Mid,6.0,No,
,,,,,7.3,Biotechnology (Masters),1,,AWS,,,,,,,,,,VLSI Architect
S130,25.0,Female,3.7,1420.0,8.75,Psychology,3,7.0,3,8.0,7.0,3.0,86000.0,8.0,2.0,Mid,7.0,No,
,,,,,8.48,Microbiology,2,,CPA,,,,,,,,,,Microbiologist
,,,,,7.68,Animation & Multimedia,1,,AutoCAD,,,,,,,,,,Product Designer
,,,,,6.71,Tamil,2,,,,,,,,,,,,Policy Analyst
,,,,,9.71,Human Resource (Advanced),2,,CFA,,,,,,,,,,Investment Banker
,,,,,6.62,UI/UX Design,0,,Photoshop,,,,,,,,,,Fashion Stylist
,,,,,8.82,Mining Engineering,2,,Scrum Master,,,,,,,,,,Project Manager
,,,,,6.42,Physics (M.Sc),0,,PMP,,,,,,,,,,Statistician
,,,,,9.57,Operations Management,2,,,,,,,,,,,,Business Analyst
S324,21.0,Female,3.7,1440.0,8.75,Marketing,3,7.0,3,8.0,7.0,3.0,72000.0,8.0,3.0,Mid,7.0,No,
,,,,,9.26,UI/UX Design,1,,Python,,,,,,,,,,UI/UX Designer
,,,,,6.2,Accounting & Finance,2,,AWS,,,,,,,,,,Bank Officer
,,,,,6.81,Entrepreneurship (Advanced),2,,Scrum Master,,,,,,,,,,HR Director
,,,,,6.36,Mining Engineering,1,,Google Analytics,,,,,,,,,,Site Supervisor
,,,,,6.17,IT Management,2,,CPA,,,,,,,,,,Business Development Manager
,,,,,8.53,Chemistry,1,,Photoshop,,,,,,,,,,Software Developer
,,,,,7.29,Economics,1,,Scrum Master,,,,,,,,,,Tax Consultant
,,,,,7.51,Healthcare Management,2,,,,,,,,,,,,Retail Store Manager
,,,,,8.53,Banking & Financial Services,0,,AWS,,,,,,,,,,Supply Chain Manager
,,,,,7.73,International Business (Advanced),0,,React,,,,,,,,,,Product Manager
,,,,,9.46,Agriculture Engineering,2,,Google Analytics,,,,,,,,,,Robotics Engineer
,,,,,7.77,Manufacturing Engineering,2,,CFA,,,,,,,,,,Senior Data Scientist
,,,,,6.7,Retail Management,0,,Java,,,,,,,,,,Aviation Operations Manager
,,,,,7.62,Agriculture,2,,React,,,,,,,,,,Microbiologist
,,,,,8.24,Finance,1,,Six Sigma,,,,,,,,,,Marketing Executive
,,,,,8.11,Nursing,1,,,,,,,,,,,,Microbiologist
,,,,,8.82,Retail Management (Advanced),2,,Java,,,,,,,,,,Supply Chain Manager
,,,,,9.2,Electrical Engineering,2,,,,,,,,,,,,VLSI Design Engineer
,,,,,9.51,Computer Applications,2,,CFA,,,,,,,,,,Chartered Accountant
,,,,,9.82,Psychology,1,,,,,,,,,,,,Clinical Research Associate
,,,,,8.67,Business Analytics,0,,Photoshop,,,,,,,,,,Chartered Accountant
,,,,,6.42,Retail Management,2,,AWS,,,,,,,,,,Relationship Manager
,,,,,6.32,Psychology (M.Sc),1,,Scrum Master,,,,,,,,,,Statistician
,,,,,7.75,Accounting & Finance,0,,,,,,,,,,,,Financial Auditor
S081,22.0,Male,3.4,1260.0,8.0,Business,1,4.0,1,7.0,6.0,1.0,52000.0,6.0,5.0,Entry,7.0,No,
,,,,,6.58,Business Analytics (Advanced),0,,CFA,,,,,,,,,,HR Director
,,,,,7.85,History,0,,,,,,,,,,,,Psychologist
,,,,,9.74,Computer Applications,2,,React,,,,,,,,,,Chartered Accountant
,,,,,9.4,Communication Design,1,,AWS,,,,,,,,,,UI/UX Designer
,,,,,7.96,Operations Management (Advanced),2,,Photoshop,,,,,,,,,,Product Manager
,,,,,9.69,Environmental Engineering (Masters),2,,AWS,,,,,,,,,,R&D Engineer
,,,,,7.2,Structural Engineering,1,,Python,,,,,,,,,,VLSI Architect
,,,,,7.95,Transportation Engineering,2,,React,,,,,,,,,,Senior Data Scientist
,,,,,7.79,Healthcare Management,2,,Scrum Master,,,,,,,,,,Retail Store Manager
,,,,,9.6,Economics,1,,Python,,,,,,,,,,Content Writer
,,,,,7.16,Electrical & Electronics Engineering,2,,CPA,,,,,,,,,,Control Systems Engineer
S224,21.0,Female,3.4,1260.0,7.75,Psychology,1,4.0,1,6.0,5.0,1.0,56000.0,6.0,5.0,Entry,8.0,No,
,,,,,9.03,Retail Management (Advanced),1,,Photoshop,,,,,,,,,,Supply Chain Manager
,,,,,7.28,Chemistry (M.Sc),2,,React,,,,,,,,,,Clinical Psychologist
,,,,,8.09,Electrical Engineering,1,,React,,,,,,,,,,Embedded Systems Engineer
,,,,,7.1,Artificial Intelligence (Masters),1,,Scrum Master,,,,,,,,,,VLSI Architect
S285,25.0,Male,3.8,1480.0,9.25,Engineering,4,8.0,4,9.0,8.0,4.0,116000.0,9.0,2.0,Mid,6.0,No,
,,,,,9.72,Computer Science Engineering (Masters),1,,Java,,,,,,,,,,R&D Engineer
,,,,,9.81,Corporate Secretaryship,1,,AutoCAD,,,,,,,,,,Chartered Accountant
,,,,,6.06,Cybersecurity,1,,CFA,,,,,,,,,,System Engineer
,,,,,8.98,Auditing,1,,CPA,,,,,,,,,,Chartered Accountant
,,,,,8.36,Banking & Financial Services,1,,Scrum Master,,,,,,,,,,Hospital Administrator
,,,,,9.25,Corporate Secretaryship,0,,AWS,,,,,,,,,,Chartered Accountant
,,,,,9.05,Physics (M.Sc),2,,Google Analytics,,,,,,,,,,Senior Researcher
,,,,,9.6,Aerospace Engineering,0,,AWS,,,,,,,,,,Robotics Engineer
,,,,,7.62,Data Science,2,,CFA,,,,,,,,,,Lab Technician
,,,,,8.22,Production Engineering,2,,,,,,,,,,,,Structural Engineer
,,,,,9.75,Nutrition & Dietetics,2,,Scrum Master,,,,,,,,,,Clinical Research Associate
,,,,,8.34,Performing Arts,2,,CFA,,,,,,,,,,Public Relations Officer
,,,,,7.28,Human Resource (Advanced),2,,React,,,,,,,,,,HR Director
,,,,,7.12,Philosophy,2,,C++,,,,,,,,,,Policy Analyst
,,,,,7.48,Psychology,2,,C++,,,,,,,,,,Dietician
,,,,,7.66,Cybersecurity,1,,Java,,,,,,,,,,Data Scientist
,,,,,9.35,IT Management,2,,C++,,,,,,,,,,Investment Banker
,,,,,7.78,Human Resource (Advanced),2,,CPA,,,,,,,,,,Product Manager
,,,,,8.34,Economics,2,,Java,,,,,,,,,,Financial Auditor
,,,,,7.3,Environmental Science,1,,CFA,,,,,,,,,,Dietician
,,,,,7.69,Sociology,0,,Python,,,,,,,,,,Psychologist
,,,,,7.9,Statistics (M.Sc),2,,Java,,,,,,,,,,Data Engineer
,,,,,9.57,Communication Design,2,,CPA,,,,,,,,,,UI/UX Designer
,,,,,9.42,AI & Machine Learning,2,,Six Sigma,,,,,,,,,,AI Engineer
,,,,,9.44,Production Engineering,1,,Python,,,,,,,,,,Project Manager
,,,,,8.03,Artificial Intelligence (M.Sc),0,,CPA,,,,,,,,,,Data Engineer
,,,,,7.54,Public Administration,2,,Six Sigma,,,,,,,,,,Public Relations Officer
,,,,,6.94,Logistics & Supply Chain (Advanced),2,,CFA,,,,,,,,,,Portfolio Manager
,,,,,7.45,International Business,1,,,,,,,,,,,,HR Generalist
,,,,,9.98,Information Technology,2,,Six Sigma,,,,,,,,,,Software Developer
,,,,,9.49,Psychology,1,,,,,,,,,,,,Content Writer
,,,,,7.41,Fine Arts,0,,,,,,,,,,,,Art Director
,,,,,7.84,International Business,1,,CPA,,,,,,,,,,Marketing Executive
,,,,,8.05,Biotechnology (Masters),0,,Photoshop,,,,,,,,,,Senior Data Scientist
,,,,,9.07,AI & Data Science,2,,Photoshop,,,,,,,,,,AI Engineer
,,,,,7.36,Healthcare Management,0,,Six Sigma,,,,,,,,,,Aviation Operations Manager
,,,,,7.24,Business Analytics (Advanced),2,,React,,,,,,,,,,HR Director
,,,,,8.61,Business Analytics (Advanced),2,,Scrum Master,,,,,,,,,,Investment Banker
,,,,,8.72,Agriculture (M.Sc),2,,Python,,,,,,,,,,Senior Researcher
,,,,,9.6,Psychology,0,,Photoshop,,,,,,,,,,Clinical Research Associate
,,,,,9.39,IT Management,0,,AutoCAD,,,,,,,,,,Investment Banker
,,,,,9.71,Performing Arts,2,,C++,,,,,,,,,,Journalist
,,,,,9.64,Information Technology,1,,Six Sigma,,,,,,,,,,AI Engineer
,,,,,8.65,Electronics,1,,Scrum Master,,,,,,,,,,Software Developer
,,,,,8.6,International Business,2,,PMP,,,,,,,,,,Chartered Accountant
,,,,,9.03,Finance,0,,Six Sigma,,,,,,,,,,Business Analyst
,,,,,6.56,Statistics (M.Sc),1,,Java,,,,,,,,,,Clinical Psychologist
,,,,,8.92,Chemistry (M.Sc),1,,Java,,,,,,,,,,Senior Researcher
,,,,,6.93,Information Technology,2,,PMP,,,,,,,,,,Full Stack Developer
,,,,,6.06,Finance (Advanced),2,,,,,,,,,,,,Business Development Manager
,,,,,8.07,Artificial Intelligence (Masters),1,,Google Analytics,,,,,,,,,,Senior Data Scientist
,,,,,9.89,Textile Design,0,,Python,,,,,,,,,,UI/UX Designer
,,,,,7.71,Mechanical Engineering ,1,,Google Analytics,,,,,,,,,,Structural Engineer
,,,,,8.99,Marine Engineering,1,,Photoshop,,,,,,,,,,Robotics Engineer
,,,,,9.4,Psychology,0,,PMP,,,,,,,,,,Content Writer
,,,,,6.5,Electrical Engineering,1,,Photoshop,,,,,,,,,,Maintenance Engineer
,,,,,6.48,Banking & Financial Services,2,,React,,,,,,,,,,Agri-Business Manager
,,,,,9.28,Statistics (M.Sc),0,,CFA,,,,,,,,,,Senior Researcher
,,,,,8.69,Automobile Engineering,0,,CFA,,,,,,,,,,Robotics Engineer
,,,,,9.29,Entrepreneurship (Advanced),2,,CPA,,,,,,,,,,Investment Banker
,,,,,7.83,Healthcare Management,2,,Photoshop,,,,,,,,,,Retail Store Manager
,,,,,9.35,Agriculture (M.Sc),0,,CFA,,,,,,,,,,Senior Researcher
,,,,,6.3,Automobile Engineering,1,,,,,,,,,,,,Food Safety Officer
,,,,,7.04,UI/UX Design,0,,Photoshop,,,,,,,,,,Fashion Stylist
,,,,,6.64,Mathematics,2,,Photoshop,,,,,,,,,,Data Analyst
,,,,,7.8,Thermal Engineering,1,,CFA,,,,,,,,,,Senior Data Scientist
,,,,,6.62,Environmental Engineering (Masters),0,,CPA,,,,,,,,,,VLSI Architect
,,,,,6.02,Healthcare Management (Advanced),0,,Scrum Master,,,,,,,,,,Agri-Business Manager
,,,,,6.25,Chemical Engineering,2,,Java,,,,,,,,,,Site Supervisor
,,,,,8.62,Thermal Engineering,0,,Python,,,,,,,,,,R&D Engineer
,,,,,6.16,Data Science (Masters),2,,React,,,,,,,,,,Robotics System Architect
,,,,,9.45,AI & Data Science,1,,Photoshop,,,,,,,,,,AI Engineer
,,,,,6.57,Microbiology (M.Sc),2,,PMP,,,,,,,,,,Clinical Psychologist
,,,,,6.77,Economics,2,,AWS,,,,,,,,,,Policy Analyst
,,,,,9.42,Forensic Science (M.Sc),1,,,,,,,,,,,,Senior Researcher
,,,,,9.86,Petroleum Engineering,0,,CFA,,,,,,,,,,Robotics Engineer
,,,,,8.73,Animation & Multimedia,2,,CFA,,,,,,,,,,UI/UX Designer
,,,,,8.77,Business Analytics,1,,Google Analytics,,,,,,,,,,Business Analyst
,,,,,6.24,Entrepreneurship,2,,React,,,,,,,,,,Sales Manager
,,,,,6.77,Nursing,0,,Six Sigma,,,,,,,,,,Dietician
